OBJECTID,CECPlantID,PlantName,Retired Plant,Operator Company,County,Capacity_Latest,Units,PriEnergySource,StartDate,x,y
2621,H0236,Cove Hydroelectric,0,Snow Mountain Hydro LLC,Shasta,5,GEN 1,WAT,2/20/1990 0:00,-121.9487985,40.87141022
2622,H0322,Roaring Creek,0,Hydrodynamics,Shasta,2,UNIT 1,WAT,1/1/1987 0:00,-121.948353,40.8820218
2623,H0392,Pit #6,0,Pacific Gas & Electric (PG&E),Shasta,80,"Unit 522, Unit 523",WAT,8/14/1965 0:00,-121.9928613,40.9225932
2624,H0393,Pit #7,0,Pacific Gas & Electric (PG&E),Shasta,112,"Unit 524, Unit 525",WAT,9/10/1965 0:00,-121.9906882,40.84740953
2625,H0321,Hatchet Creek Project,0,Hydrodynamics,Shasta,7,UNIT 1,WAT,1/1/1987 0:00,-121.9203795,40.87415452
2626,W0369,"Hatchet Ridge Wind, LLC",0,Hatchet Ridge Wind LLC,Shasta,101.2,WPRS 1,WND,11/19/2010 0:00,-121.8137584,40.90903515
2627,H0240,Burney Creek,0,Snow Mountain Hydro LLC,Shasta,3,GEN1,WAT,3/28/1990 0:00,-121.7225087,40.85796816
2628,E0005,Burney Forest Products,0,Burney Forest Power,Shasta,31,1,WDS,10/1/1989 0:00,-121.7203229,40.87956129
2629,E0078,SPI - Burney,0,Sierra Pacific Industries Inc,Shasta,20,GEN 1,WDS,10/1/1986 0:00,-121.7016176,40.87651081
2630,E0006,Burney Mountain Power (Retired 10/31/2010),1,Burney Mountain Power,Shasta,11,GEN 1,WDS,1/1/1985 0:00,-121.6395741,40.90999547
2631,H0221,Hat Creek #1,0,Pacific Gas & Electric (PG&E),Shasta,9.9,1,WAT,8/1/1921 0:00,-121.5444855,40.9293406
2632,H0323,Bidwell Ditch,0,Hydrodynamics,Shasta,2,UNIT 1,WAT,1/1/1987 0:00,-121.4480349,40.80137258
2633,H0483,Slate Creek,0,Central Rivers Power,Shasta,4.2,GEN1,WAT,5/1/1990 0:00,-122.4561869,40.97685375
2634,H0250,James B Black,0,Pacific Gas & Electric (PG&E),Shasta,172,"Unit 501, Unit 502",WAT,12/17/1965 0:00,-121.9751571,40.9922649
2635,H0391,Pit #5,0,Pacific Gas & Electric (PG&E),Shasta,160,"Unit 517, Unit 518, Unit 519, Unit 521",WAT,4/29/1944 0:00,-121.9775805,40.98623385
2636,H0349,Nelson Creek,0,Nelson Creek Power Inc,Shasta,1.1,1,WAT,12/20/1988 0:00,-121.8697395,40.99239042
2637,H0389,Pit #3,0,Pacific Gas & Electric (PG&E),Shasta,69,"Unit 512, Unit 513, Unit 514",WAT,7/15/1925 0:00,-121.7478542,40.99749167
2638,H0390,Pit #4,0,Pacific Gas & Electric (PG&E),Shasta,95,"Unit 515, Unit 516",WAT,10/1/1955 0:00,-121.849284,40.98630736
2639,H0222,Hat Creek #2,0,Pacific Gas & Electric (PG&E),Shasta,9.9,1,WAT,9/1/1921 0:00,-121.5486799,40.96062732
2640,H0388,Pit #1,0,Pacific Gas & Electric (PG&E),Shasta,63,"Unit 509, Unit 511",WAT,9/30/1922 0:00,-121.4982216,40.99081194
2641,S0300,Fall River Mills Project A & B,0,PSEG Solar Source LLC,Shasta,3,"W3985, W3986",SUN,3/5/2014 0:00,-121.4242137,41.03198087
2642,S9300,Ignite Solar LLC_(Achomawi),0,Not Available,Shasta,1.5,Unit 1,SUN,12/31/2013 0:00,-121.4294105,41.05619072
2643,S9301,Ignite Solar LLC_(Ahjumawi),0,Not Available,Shasta,1.5,Unit 1,SUN,12/31/2013 0:00,-121.4294105,41.05619072
2644,H0311,Muck Valley Hydroelectric,0,Malacha Hydro Ltd Partnership,Lassen,29.9,GEN1,WAT,12/1/1988 0:00,-121.2560212,40.97647429
2645,H0284,Box Canyon,0,Siskiyou County,Siskiyou,10,"48-1, 48-2",WAT,6/8/1986 0:00,-122.3287609,41.2803645
2646,E0003,Big Valley Power LLC_(Retired June 30  2010),1,Big Valley Power LLC,Lassen,9.38,BVP 1,WDS,7/1/1983 0:00,-121.1372351,41.13309292
2647,E0243,Roseburg Forest Products (Weed Cogeneration Plant),0,Roseburg Forest Products,Siskiyou,13.39,Turbine,OBS,1/1/2011 0:00,-122.3769365,41.43430531
2648,H0111,Copco 1,0,PacifiCorp,Siskiyou,20,"1, 2",WAT,1/1/1918 0:00,-122.3353368,41.97891129
2649,H0112,Copco 2,0,PacifiCorp,Siskiyou,27,"1, 2",WAT,7/1/1925 0:00,-122.3580679,41.97569863
2650,H0177,Fall Creek,0,PacifiCorp,Siskiyou,2.2,"1, 2, 3",WAT,9/1/1903 0:00,-122.3603873,41.98558731
2651,H0245,Iron Gate,0,PacifiCorp,Siskiyou,18,1,WAT,2/1/1962 0:00,-122.4368213,41.93297453
2652,W0470,,0,Terra-Gen Operating Company,,131.1,WPRS 1,WND,1/1/2020 0:00,-118.2722494,35.05140452
2653,W0474,,0,Foundation Windpower,,1.79,WPRS 1,WND,9/11/2020 0:00,-121.4535658,36.50396325
2654,W0475,,0,Foundation Windpower,,1.79,WPRS 1,WND,9/11/2020 0:00,-121.3706891,36.47421193
2655,W0476,,0,Foundation Windpower,,1.79,WPRS 1,WND,9/1/2018 0:00,-121.350766,36.45752584
2656,G1079,Berry Cogen Pan Fee,0,Berry Petroleum LLC,Kern,5.7,Unit 1,NG,9/21/2017 0:00,-118.7646186,35.35062804
2657,G1080,Berry Cogen 21Z,0,Berry Petroleum LLC,Kern,5.7,Unit 1,NG,9/21/2017 0:00,-118.7646186,35.35062804
2658,H0627,White Rock/South Fork Powerhouse,0,Sacramento Municipal Utility District (SMUD),El Dorado,2.68,H3,WAT,12/4/2020 0:00,-121.2292019,38.6326719
2659,S0657,North Rosamond Solar,0,Duke Energy Renewables,Kern,150,Unit 1,SUN,4/26/2019 0:00,-118.1324898,34.94358404
2660,S0672,Redway Solar,0,Not Available,Humboldt,6.5,Unit 1,SUN,8/10/2016 0:00,-123.8262393,40.11864799
2661,S0673,Rector Solar,0,Not Available,Tulare,14,Unit 1,SUN,11/22/2016 0:00,-122.3514547,38.440937
2662,S0674,CREST Contracts,0,Not Available,Los Angeles,4,Unit 1,SUN,3/16/2016 0:00,-118.2593928,34.04929815
2663,S0675,Springville Solar,0,Not Available,Tulare,14,Unit 1,SUN,11/22/2016 0:00,-118.8202345,36.12864496
2664,S0676,Victor Solar,0,Not Available,San Bernardino,24.5,Unit 1,SUN,6/2/2017 0:00,-117.230656,34.08650608
2665,S0726,Redwood Coast Airport Microgrid,0,Redwood Coast Energy Authority,Humboldt,2.31,Unit 1,SUN,12/22/2021 0:00,-124.1062701,40.97195795
2666,W0483,Energia Sierra Juarez Wind Project Expansion,0,Energia Sierra Juarez S de RL de CV,Tecate,108,ESJ_2,WND,12/21/2021 0:00,-116.1068633,32.5906822
2667,W9999,CAISO In-State Wind Generation,0,Not Available,ALL,5664,CAISO Wind,WND,9/15/2017 0:00,-120.2475772,36.84626998
2668,G1017,Sheraton San Diego East Tower (shutdown August 2014),1,Alliance Star Energy LLC,San Diego,1,"45, 47, 50, 51",NG,11/1/2005 0:00,-117.1979775,32.72716148
2669,S0400,USMC Maintenance Officer,0,United States Marine Corps,San Diego,1.53,1,SUN,8/8/2012 0:00,-117.196758,32.74869181
2670,S0401,San Diego City Regional Airport Authority,0,San Diego City of,San Diego,1.6,1,SUN,2/5/2015 0:00,-117.2075018,32.73135081
2671,E0171,Point Loma Wastewater Treatment Plant - Gas Utilization Facility,0,City of San Diego,San Diego,4.6,"1, 2",OBG,6/1/1985 0:00,-117.2458049,32.6774481
2672,G0385,Naval Training Center - Retired 12/31/2003,1,Cabrillo Power II LLC (NRG West Coast Inc),San Diego,13,Unit 1,NG,9/21/1968 0:00,-117.2082235,32.73536758
2673,G0386,NTC MCRD Energy Facility - Retired 9/28/2018,1,Applied Energy LLC,San Diego,25.6,"GEN 1, GEN 2",NG,5/1/1989 0:00,-117.2083671,32.74158768
2674,S0720,San Diego Airport Solar,0,San Diego County Regional Airport Authority,San Diego,5.5,Unit 1,SUN,3/1/2017 0:00,-117.2021837,32.73174712
2675,G0924,Chula Vista Energy Center LLC,0,Escondido Energy Center LLC,San Diego,44,1,NG,6/12/2006 0:00,-117.0586338,32.59144274
2676,G0991,Solar Turbines Inc. - Harbor Drive Plant (Testing Only),0,Solar Turbines Incorporated,San Diego,19.8,"1, TestingUnits",NG,1/1/2001 0:00,-117.1765253,32.72826928
2677,G0389,Naval Station - Retired December 2003,1,Cabrillo Power II LLC (NRG West Coast Inc),San Diego,20,Unit 1,NG,9/1/1976 0:00,-117.1193786,32.66997318
